,Name,Style,ABV,IBU,Rating,Description
2295,La Grúa Machichako,Russian Imperial Stout,10.6,35.0,3.73,"La Grúa Machichako
Russian Imperial Stout
Imperial Stout, envejecida con chips de Roble francés y vainilla de madagascar. Espuma marrón muy persistente. Cerveza muy densa con sabor a chocolate y café y toques a madera."
2296,Galotia Manifest,Pale Ale,3.7,20.0,3.29,"Galotia Manifest
Hoppy Table Beer
Este es nuestro manifiesto de adhesión a la Craft Beer Revolution, la revolución de la cerveza artesana, la búsqueda de sabores auténticos que no te dejen indiferente. Es una table beer, una cerveza (pale ale) plena de sabor y aroma pero de baja graduaci� ..."
2297,Galotia Ska,Porter,6.5,31.0,3.61,"Galotia Ska
Coffee Porter
El SKA es un género musical que se originó en la isla de Jamaica en los años 60. En la Inglaterra de los años 70 se produce una segunda oleada del ska, conocida como 2 tone, nombre del sello discográfico que apostó por este género.
Porter es un estilo de cerv ..."
2298,"Galotia L 1.0  Si, Hola, Probando, Probando...",American Pale Ale,4.8,35.0,3.38,"Galotia L 1.0 Si, Hola, Probando, Probando...
La primera cerveza elaborada en nuestras instalaciones.
Las cervezas de Galotia se elaboran en el antiguo garaje de la Autoescuela Sur, como merecido homenaje a ellos y por extensión a todos aquellos que nos han ayudado a que Galotia Brewing sea  ..."
2299,Galotia Bodhrán,Red Ale,5.4,24.0,3.54,"Galotia Bodhrán
Red Ale
El Bodhrán es el latido de la música celta. Se trata de un tambor hecho de madera y piel de cabra usado en la música tradicional irlandesa.
Galotia Bodhrán es nuestra interpretación del estilo Irish Red Ale, cervezas rojas irlandesas cuyo origen se pierde en e ..."
2300,Galotia Galotix,Witbier,4.0,16.0,3.23,"Galotia Galotix
Witbier
Cuando el druida se volvió loco echando ingredientes a la marmita, nació Galotix: la cerveza irreductible. Es una cerveza de estilo witbier, cerveza blanca de trigo de origen belga, que hemos versionado añadiéndole ingredientes canarios como cáscara de naranja del ..."
2301,San Pedro 11 Theodora,Belgian and French Ale,5.0,,,"San Pedro 11 Theodora
Theodora (500-548 d.c.).  De prostituta a emperatriz bizantina. Bella, inteligente, despiadada. Fue prostituta y concubina. Abandonada y maltratada.
Hasta que el emperador Justiniano se enamoro y se caso con ella. Y fue su mano derecha durante todo su mandato, y hasta d ..."
2302,San Pedro 11 St. Pedro,Belgian and French Ale,5.6,,,"San Pedro 11 St. Pedro
San Pedro fue un buen hombre. Pescador de Galilea, sincero e impetuoso. Débil también. Líder indiscutible y sobre todo sencillo. Un buen ejemplo.
San Pedro es una cerveza de igual carácter, sencilla e impetuosa. Hasta débil. Una ración de artesanía para un pescad ..."
2303,Doménicus Rubia Marina,Pale Ale,5.0,20.0,3.31,"Doménicus Rubia Marina
Color dorado y espuma blanca con una retención normal. Buena claridad. Aroma maltoso y afrutado, con un suave toque a brisa de mar.
Sabor suave con dulzor inicial que da paso a matices salinos y cítricos, con un sutil toque amargo al final. Todo ello en perfecto equi ..."
2304,Eleven Dogs Sargento Stubby,American Pale Ale,5.2,,,"Eleven Dogs Sargento Stubby
Pale ale de estilo americano gracias a sus lúpulos Mosaic, Columbus y Cascade.
Marcado carácter cítrico que la hace refrescante y bebible.
Por su aroma y sabor , ¡no podrás olvidarla!"
2305,Bienmesabe Charito,Blonde Ale,4.9,10.0,,"Bienmesabe Charito
Una agradable cerveza rubia suave para los mas cervezeros y agradable para los iniciados donde es perfecta para tomar con las ricas Hamburguesas que se hacen en Bienmesabe."
2306,Drunken Bros Buckley,American IPA,6.5,80.0,3.85,"Drunken Bros Buckley
American India Pale Ale
Nueva American India Pale Ale dentro de la memorial series. Os presentamos una Ipa que intenta alejarse un poco de la moda tropical actual. Buscando unos aromas más cítricos y herbales sin dejar de lado el fondo afrutado.
Una vez en boca se pres ..."
2307,Drunken Bros Cornell,American IPA,6.0,72.0,,"Drunken Bros Cornell
New England India Pale Ale
Extrenamos la nueva serie con una New England Ipa turbia, con cuerpo sedoso, y llena de matices.
Con un carácter aromático tremendamente tropical, con recuerdos a papaya, mango o melocotón.
Ligero amargor, y un sabor muy afrutado que termin ..."
2308,Vagamundo Irish Red,Irish Red Ale,5.4,20.0,3.35,"Vagamundo Irish Red
Nuestra Irish Red Ale es una cerveza de color rojizo. Las maltas utilizadas le aportan un aroma suave a caramelo que se confirma en boca. Esta cerveza es el acompañante perfecto para hamburguesas, empanadas y verduras fritas.
         
 "
2309,Vagamundo Belgian Blanche,Witbier,4.5,13.0,3.17,"Vagamundo Belgian Blanche
Nuestra Belgian Blanche es una cerveza refrescante gracias a la combinación de la malta Pils y el trigo.
Aromas cítricos, aportados por la piel de naranja, en boca su sabor es suave. Ideal para beber sola o como acompañante de comidas ligeras.
 "
2310,Vagamundo American Pale Ale,American Pale Ale,5.5,25.0,3.51,"Vagamundo American Pale Ale
Nuestra American Pale Ale es una cerveza de color amarillo con suaves toques ámbar. Aromática por esencia, su sabor moderado es perfecta para acompañar todo tipo de comidas.
 
 
 "
2311,Brew & Roll / Garriela El Dorado,American IPA,3.4,11.0,,"Brew & Roll / Garriela El Dorado
Session NEIPA
Cerveza en colaboración con los amigos de Cervezas Garriela, una Session Neipa llamada El Dorado.
Nos encontramos una cerveza de tan solo 3,4%, con un aspecto ligeramente turbio y anaranjado, en la que hemos utilizado principalmente el lúpulo  ..."
2312,Ratpenat 3er Aniversari Bourbon Barrel Aged,Imperial Stout,13.0,,,"Ratpenat 3er Aniversari Bourbon Barrel Aged
Imperial Stout madurada en barrica de Bourbon Jim Beam"
2313,Ratpenat 3er Aniversari Islay Wood Aged,Imperial Stout,12.0,,,"Ratpenat 3er Aniversari Islay Wood Aged
Imperial Stout envejecida en barricas de whisky Islay."
2314,Basqueland Aupa,Pale Ale,5.3,30.0,3.59,"Basqueland Aupa - All United Pale Ale
La All United Pale Ale (AUPA) representa orgullosa a una Pale Ale de muchísima calidad y a la gente del País Vasco.
La Pale Ale AUPA presenta toques cítricos de limón, destacados por notas de tierra y pan artesanal, debido a la técnica del “dry-hoppi ..."
2315,Barcelona Beer,Pale Ale,5.0,20.0,3.29,"Barcelona Beer
También conocida como Beercelona
Barcelona es la ciudad de la inspiración, del clima mediterráneo, de la gastronomía. Creativa, amable, emprendedora y abierta al mundo...
Como nuestra cerveza. Barcelona Beer. Un homenaje a nuestra ciudad. A una forma de vivir y de entender ..."
2316,Keltius In Peccatum Cowboys from Hops,Imperial IPA,8.1,150.0,4.0,"In Peccatum Cowboys from Hops
Remastered"
2317,Sevebrau / Colabort Vinífera,English Pale Ale,6.4,,2.92,"Vinífera
Color dorado intenso con ligera turbidez. Espuma abundante, ligera, blanca con burbuja muy fina y peristente.
Aroma suave y afrutado, destacando pera y manzana. En boca amargor moderado, ligeramente acida pero con un retrogusto dulce a frutas (manzana, pera, plátano...).
Maridaje: ..."
2318,San Pedro 11 Pale Ale,Pale Ale,5.5,29.0,,"San Pedro 11 Pale Ale
Pale Ale autenticamente artesanal...
Diferente y diferenciada...
Nada más."
2319,Veer Sebulcor 2017,India Pale Ale,5.5,,,"Veer Sebulcor 2017
Todos los años, con motivo de la celebración de la Feria de Cerveza Artesana de Sebúlco, realizamos un cerveza especial que cambiamos todos los años, para que sea una sorpresa y siempre una cerveza nueva y distinta. Suelen ser cervezas frescas y lupuladas que entran perf ..."
2320,Veer Pinceladas De Cerveza Y Vino,Saison,5.5,,,"Veer Pinceladas De Cerveza Y Vino
Cerveza de edición limitada, con una elaboración especial que auna una alta fermentación sin gasificar, y su maduración entre 6 y 12 meses en barrica de roble de vino tinto ecológico de Pincelada.
Cerveza de alta fermentación madurada dependiendo el añ ..."
2321,Veer 24B6,English Brown,5.5,,3.29,"Veer 24B6
Brown Ale con maltas Pilsner, Melano, Munich, Carafa y lúpulos Nugget, Hallertau y Centtenial, lúpulos especiados y herbales.
Ésta cerveza nació de una colaboración con un buen amigo, Pablo el barbas, de Valladolid. Y nació para quedarse. Una de nuestras cervezas mas aclamada  ..."
2322,Antiga De La Terreta,Cream Ale,4.7,20.0,3.33,"Antiga De La Terreta
Cerveza suave, refrescante y bien atenuada, de bajo perfil maltoso, con ligeras notas dulces. Aroma sutil, con equilibrio entra las maltas y lúpulos empleados y color cobrizo claro.
El arroz, cereal de nuestra zona, utilizado como adjunto, da como resultado una cerveza d ..."
2323,Enigma Mediterranean,Blonde Ale,5.0,25.0,,"Enigma Mediterranean
Cerveza ¨Rubia¨ de 5,0º y 25 IBU´s de amargor. Una cerveza rubia y ligera ideal para nuestro clima mediterráneo.
Color dorado profundo. Espuma blanca de media retención.
Aroma moderado a malta y ligeros aromas florales provenientes del lúpulo.
Inicialmente se per ..."
2324,Enigma Abbey,Belgian Dubbel,6.5,20.0,,"Enigma Abbey
Cerveza de abadía estilo Dubbel de 6,5º y 20 IBU´s de amargor. Una cerveza tostada de abadía como las que elaboraban los monjes en la edad media.
Cerveza de color ámbar oscuro, con un atractivo fondo de color rojizo. Espuma blancuzca densa, cremosa y persistente.
Aromas comple ..."
2325,Enigma Salty Chocolate,"Spice, Herb o Vegetable Beer",5.7,25.0,,"Enigma Salty Chocolate
Chocolate Brown Ale
Cerveza Choco Brown de 5,7º y 25 IBU´s de amargor. Una cerveza tostada oscura con un toque de puro cacao mexicanoColor caoba con reflejos rojizos. Espuma color canela, densa, cremosa y con buena retención.
Suave aroma a malta tostada y cacao, con ..."
2326,Enigma Nuklear IPA,India Pale Ale,7.0,60.0,3.23,"Enigma Nuklear IPA
Cerveza tipo IPA (India Pale Ale) con 7,0º de alcohol y 60 IBU´s de amargor. Una cerveza intensa, refrescante y llena de matices provenientes de los lúpulos usados.
Color amarillo anaranjado, con la turbiedad propia proveniente del Dry Hopping efectuado durante su elabor ..."
2327,La Vella Caravana Breaking DWipa,White IPA,8.5,85.0,3.67,"La Vella Caravana Breaking DWipa
Imperial White IPA
Cos suau i lleugerament cremós, subtil sabor de blat, amb un contingut d’alcohol alt que s’harmonitza amb un agradable sabor a llúpol i aromes de pi i fruita tropical.
 "
2328,La Vella Caravana Sambà de Festa,Shandy / Radler,4.5,,2.9,"La Vella Caravana Sambà de Festa
Rossa, suau, amb un punt àcid y aromàtica gràcies a la llimona natural, malta d’ordì i blat.
 "
2329,Medina VIII,Belgian Strong Ale,8.2,40.0,3.35,"Medina VIII
Belgian Strong Ale"
2330,Goose Gloria IPA,India Pale Ale,6.2,63.0,3.61,"Goose Gloria IPA
Color anaranjado, con un ligero sabor maltoso. De un muy intenso aroma a lúpulo, gracias al Dry Hopping con lúpulos americanos. Predominan los aromas a mandarina sobre una base cítrica. De persistente e intenso amargor."
2331,Goose Granuja,Blonde Ale,5.0,40.0,3.48,"Goose Granuja
Golden Ale
Dorada, refrescante, ligera y de suave amargor. Con aromas a cítricos de naranja y pomelo, resaltados por el Dry Hopping."
2332,Garagart Cellar Series No.3,Sweet Stout,9.2,60.0,3.59,"Garagart Cellar Series No.3
Imperial Choco Hazelnut Milkshake aged in barrels
Tercera cerveza de la serie Cellar. Hemos añadido avellana a la Cellar Series No. 2. Se obtiene una cerveza que nos recordará a las cremas de cacao y avellanas que nos gustaba tomar para el desayuno o la merienda, ..."
2333,Garagart Llargia Erori Da,Sweet Stout,9.2,60.0,,"Garagart Ilargia Erori Da - Garagart Cellar Series No.2
Imperial Choco Milkshake aged in barrels
Cerveza elaborada en colaboración con el grupo musical Libe. Es una cerveza para degustar escuchando los temazos del grupo, o es una música para disfrutar tomando esta cerveza. Se puede decir q ..."
2334,Brew & Roll Ogro Cadáver,Porter,7.1,36.0,3.82,"Brew & Roll Ogro Cadáver
Una Rauch Porter que tiene con un color negro intenso y un paso por boca muy sedoso, en la que se combinan perfectamente los matices propios de las maltas negras, típicos de las porter, con notas ahumadas. Dándonos como resultado una cerveza intensa y compleja, perf ..."
2335,La Vella Caravana Amor A Primera NEIPA,American IPA,6.0,50.0,3.45,"La Vella Caravana Amor A Primera NEIPA
New England style India pale Ale
Color daurat lleugerament turbi. lntens aroma de llúpol fres. Subtil sabor nesnós, fruita madura i cítric."
2336,Matoll & Mollerussa,American Pale Ale,5.5,46.0,,"Matoll & Mollerussa
Color dorado. Espuma blanca y cremosa. Destacan los aromas florales, de geranio, acompañados de lima, pomelo y uva, que nos lleva un toque astringente de cítricos, y con menos intensidad, resina, hojas de pino y toques balsámicos. Detrás de los aremas de lúpulo, encont ..."
2337,Matoll Fart the Cops,Black IPA,8.2,120.0,,"Matoll Fart the Cops
Fart the Cops (Harto the Golpes) es la más imponente de nuestras cervezas artesanas. Fresca y balsámica, con toques de regaliz y toffe. Una perla por descubrir.
Color negro. Espuma de color beig y persistente. Intensidad aromática muy alta. Destacan los aromas de malta ..."
2338,Dougall’s Single Hop Series Citra,India Pale Ale,3.7,45.0,3.79,"Dougall’s Single Hop Series Citra
Session IPA"
2339,Dougall’s Single Hop Series El Dorado,India Pale Ale,3.7,45.0,3.63,"Dougall’s Single Hop Series El Dorado
Session IPA"
2340,Castelló Beer Factory BigBang 1001IBU,Imperial IPA,9.3,1001.0,3.72,"Castelló Beer Factory BigBang 1001IBU
Experimental #05
Doble Imperial IPA
1001 IBUs para destrozar tus papilas gustativas. 180gramos por litro de lúpulos machacantes. Aroma espectacular, sabor indescifrable -tu boca arderá antes- Casi 10 grados de alcohol, porque tú lo vales! La cerveza mas ..."
2341,Castelló Beer Factory Barley Wine,English Barleywine,10.2,90.0,3.74,"Castelló Beer Factory Barley Wine
Experimental #04
Cerveza de estilo Barley Wine. Robusta, potente y compleja, con carácter. Equilibrio perfecto entre alcohol, amargor y cuerpo. Aromas a tofe y frutas maduras. Sabor a caramelo, galletas y nueces. Ligero toque amargo gracias a un potente dry-h ..."
2342,La Armada Citra Limited Edition,Blonde Ale,5.0,25.0,,"La Armada Citra Limited Edition
La Armada Citra Limited Edition es la primera de una serie de cervezas que lanzaremos al mercado de forma limitada a 1600 botellas, donde usaremos los mismos ingredientes exceptuando el lúpulo; en ésta primera ocasión nos decantamos por uno de nuestros lúpul ..."
2343,Tibidabo Brewing Barrel Aged 3 - Early Times,Imperial Stout,11.0,70.0,4.0,"Tibidabo Brewing Barrel Aged 3 - Early Times
En esta nuestra tercera serie de Imperial Stout envejecida en barricas de roble hemos querido aportar intensidad de vainilla. Envejecida durante 6 meses en barricas de bourbon de la destilería Early Times y acompañada con vainas de vainilla Premiu ..."
2344,Tibidabo Brewing Barrel Aged 2 - Breckenridge,Imperial Stout,11.0,70.0,4.09,"Tibidabo Brewing Barrel Aged 2 - Breckenridge
Esta Imperial Stout ha sido envejecida durante seis meses en barrica de roble de la destilería de Whiskeys Breckenridge.
Las barricas aportan notas de plátano maduro y azúcar moreno, con notas especiadas de pimienta blanca y sésamo tostado. De ..."
2345,Tibidabo Brewing Barrel Aged 1 - Woodford Reserve,Imperial Stout,11.0,70.0,4.11,"Tibidabo Brewing Barrel Aged 1 - Woodford Reserve
Una explosión de intensidad de sabores directos al paladar. Seis meses de maduración en barrica de Bourbon Reserva Americano nos aporta sabores afrutados de cerezas y frutos secos combinando a la perfección con el dulzor de la vainilla y un  ..."
2346,La Fábrica Cruzcampo Strong Ale,Strong Ale,7.0,28.0,3.3,"La Fábrica Cruzcampo Strong Ale
Esta cerveza ha sido capaz de captar la inmensidad del mar gracias a los aromas de maltas y frutos secos que harán que te sumerjas en sus matices y #cerbucees en un mar de sabor muy #craft.
Su graduación e intensidad hacen que este tipo de cerveza esté rese ..."
